Latitude (decimal degrees): 39.470
Longitude (decimal degrees): -0.370
Elevation (m): 23.0
month,year
1,2006
2,2015
3,2020
4,2018
5,2005
6,2009
7,2011
8,2020
9,2011
10,2013
11,2008
12,2008
time(UTC),T2m,RH,G(h),Gb(n),Gd(h),IR(h),WS10m,WD10m,SP
20081204:0700,7.3,54.15,0.0,-0.0,0.0,273.2,5.1,266.0,101493.0
20081204:0800,7.42,55.1,136.0,595.98,38.0,255.65,5.52,268.0,101453.0
20081204:0900,8.13,53.9,284.0,735.82,61.0,247.75,5.38,262.0,101413.0
20081204:1000,9.18,49.75,394.0,771.03,82.0,249.1,6.28,263.0,101353.0
20081204:1100,10.48,46.3,182.0,8.65,178.0,253.15,6.48,264.0,101224.0
20081204:1200,11.56,44.3,430.0,588.94,152.0,260.9,6.55,267.0,101094.0
20081204:1300,12.15,44.1,372.0,489.34,160.0,274.75,6.48,272.0,100974.0
20081204:1400,12.35,45.25,151.0,22.95,143.0,283.65,6.0,272.0,100865.0
20081204:1500,12.1,48.8,112.0,76.0,95.0,295.0,5.52,272.0,100815.0
20081204:1600,11.44,53.35,26.0,59.51,22.0,312.0,4.97,272.0,100805.0
20081204:1700,10.76,58.0,0.0,-0.0,0.0,302.15,4.97,271.0,100845.0
20081204:1800,10.15,62.15,0.0,-0.0,0.0,294.45,5.31,277.0,100865.0
20081204:1900,9.79,64.55,0.0,-0.0,0.0,283.85,6.28,279.0,100894.0
20081204:2000,9.23,67.1,0.0,-0.0,0.0,261.05,6.28,282.0,100934.0
20081204:2100,8.94,68.35,0.0,-0.0,0.0,258.2,5.72,283.0,100934.0
20081204:2200,8.69,70.25,0.0,-0.0,0.0,248.9,4.97,283.0,100944.0
20081204:2300,8.5,72.1,0.0,-0.0,0.0,250.25,4.55,281.0,100934.0
20081205:0000,8.49,72.45,0.0,-0.0,0.0,257.6,4.28,280.0,100904.0
20081205:0100,8.43,72.7,0.0,-0.0,0.0,262.85,3.86,279.0,100904.0
20081205:0200,8.26,73.55,0.0,-0.0,0.0,263.95,3.52,274.0,100904.0
20081205:0300,8.09,74.35,0.0,-0.0,0.0,264.95,3.38,272.0,100904.0
20081205:0400,7.81,74.95,0.0,-0.0,0.0,258.2,3.38,272.0,100894.0
20081205:0500,7.57,75.2,0.0,-0.0,0.0,257.4,3.38,273.0,100934.0
20081205:0600,7.4,75.35,0.0,-0.0,0.0,261.85,3.24,272.0,100984.0
20081205:0700,7.26,76.6,0.0,-0.0,0.0,257.6,3.38,270.0,101024.0
20081205:0800,7.49,76.2,117.0,371.13,57.0,257.8,3.31,270.0,101094.0
20081205:0900,8.9,70.85,279.0,722.41,62.0,263.0,3.31,268.0,101144.0
20081205:1000,10.54,63.75,374.0,658.95,109.0,284.2,3.66,263.0,101154.0
20081205:1100,11.82,60.15,427.0,634.72,135.0,289.05,3.72,255.0,101104.0
20081205:1200,12.88,56.9,423.0,561.57,159.0,308.9,4.0,253.0,101034.0
20081205:1300,13.28,55.9,387.0,572.21,140.0,315.05,4.21,248.0,100914.0
20081205:1400,13.85,53.65,184.0,74.86,158.0,288.85,4.9,256.0,100894.0
20081205:1500,13.51,55.4,197.0,677.61,46.0,306.0,5.03,254.0,100884.0
20081205:1600,12.71,56.7,30.0,104.95,23.0,298.3,5.72,265.0,100884.0
20081205:1700,12.02,58.35,0.0,-0.0,0.0,295.4,5.59,269.0,100894.0
20081205:1800,11.75,60.1,0.0,-0.0,0.0,314.3,5.45,270.0,100874.0
20081205:1900,11.47,63.9,0.0,-0.0,0.0,317.0,5.86,269.0,100914.0
20081205:2000,11.49,65.2,0.0,-0.0,0.0,324.7,6.14,270.0,100894.0
20081205:2100,11.46,66.65,0.0,-0.0,0.0,302.7,6.28,270.0,100884.0
20081205:2200,11.58,67.7,0.0,-0.0,0.0,305.25,6.14,269.0,100884.0
20081205:2300,11.77,68.55,0.0,-0.0,0.0,311.4,6.14,269.0,100795.0
20081206:0000,12.14,68.8,0.0,-0.0,0.0,324.15,6.41,270.0,100745.0
20081206:0100,12.66,69.0,0.0,-0.0,0.0,328.4,6.69,269.0,100675.0
20081206:0200,13.18,68.65,0.0,-0.0,0.0,334.35,6.69,267.0,100585.0
20081206:0300,13.49,68.45,0.0,-0.0,0.0,330.3,6.14,263.0,100585.0
20081206:0400,13.64,68.5,0.0,-0.0,0.0,324.15,6.21,265.0,100476.0
20081206:0500,13.95,68.0,0.0,-0.0,0.0,336.85,6.34,268.0,100476.0
20081206:0600,14.15,67.8,0.0,-0.0,0.0,337.05,6.14,267.0,100555.0
20081206:0700,14.04,69.0,0.0,-0.0,0.0,310.8,5.52,262.0,100615.0
20081206:0800,14.24,68.9,97.0,201.28,65.0,318.35,5.17,256.0,100715.0
20081206:0900,14.89,67.4,149.0,60.44,131.0,317.2,4.83,250.0,100805.0
20081206:1000,15.97,63.8,284.0,242.65,187.0,315.25,5.17,251.0,100805.0
20081206:1100,17.22,58.75,375.0,404.02,190.0,319.5,4.9,257.0,100825.0
20081206:1200,18.27,53.2,457.0,747.4,107.0,311.4,4.97,259.0,100835.0
20081206:1300,18.69,50.8,437.0,878.66,59.0,305.8,4.69,261.0,100785.0
20081206:1400,18.76,49.45,321.0,687.4,83.0,302.55,4.55,263.0,100775.0
20081206:1500,18.46,49.3,197.0,688.85,44.0,303.9,3.93,261.0,100805.0
20081206:1600,17.27,51.15,39.0,286.62,20.0,291.95,3.59,262.0,100845.0
20081206:1700,15.6,54.7,0.0,-0.0,0.0,285.95,3.38,264.0,100944.0
20081206:1800,14.44,57.95,0.0,-0.0,0.0,282.65,3.38,266.0,101064.0
20081206:1900,14.23,61.05,0.0,-0.0,0.0,285.75,3.45,264.0,101164.0
20081206:2000,13.65,64.5,0.0,-0.0,0.0,287.9,3.45,263.0,101263.0
20081206:2100,13.1,67.9,0.0,-0.0,0.0,289.05,3.38,267.0,101313.0
20081206:2200,12.56,70.85,0.0,-0.0,0.0,286.9,3.24,272.0,101333.0
20081206:2300,11.93,73.4,0.0,-0.0,0.0,280.15,3.17,276.0,101413.0
20081207:0000,11.37,75.15,0.0,-0.0,0.0,275.35,3.17,278.0,101443.0
20081207:0100,10.85,76.55,0.0,-0.0,0.0,270.55,3.1,276.0,101483.0
20081207:0200,10.46,77.65,0.0,-0.0,0.0,269.95,3.03,274.0,101473.0
20081207:0300,10.11,78.7,0.0,-0.0,0.0,267.65,2.97,274.0,101493.0
20081207:0400,9.8,79.6,0.0,-0.0,0.0,264.75,3.03,276.0,101493.0
20081207:0500,9.69,79.3,0.0,-0.0,0.0,265.1,3.24,281.0,101533.0
20081207:0600,9.66,78.2,0.0,-0.0,0.0,264.35,3.38,282.0,101583.0
20081207:0700,9.72,79.1,0.0,-0.0,0.0,267.25,3.1,282.0,101642.0
20081207:0800,10.09,77.05,125.0,537.19,41.0,267.05,3.17,281.0,101702.0
20081207:0900,11.68,71.15,271.0,690.85,67.0,272.05,3.1,281.0,101732.0
20081207:1000,13.33,62.9,206.0,60.39,182.0,290.0,3.86,284.0,101772.0
20081207:1100,14.87,56.55,91.0,0.0,91.0,297.7,4.21,288.0,101722.0
20081207:1200,16.1,52.6,335.0,242.19,222.0,296.15,4.0,288.0,101672.0
20081207:1300,16.92,50.35,237.0,79.28,203.0,304.25,3.38,280.0,101583.0
20081207:1400,17.33,50.4,136.0,11.59,132.0,317.4,2.76,261.0,101523.0
20081207:1500,17.07,54.55,91.0,27.09,85.0,322.6,2.48,232.0,101533.0
20081207:1600,16.03,58.95,35.0,212.16,21.0,322.0,2.83,224.0,101513.0
20081207:1700,14.92,62.35,0.0,-0.0,0.0,327.4,3.03,230.0,101553.0
20081207:1800,14.38,63.7,0.0,-0.0,0.0,332.8,3.45,241.0,101602.0
20081207:1900,14.07,64.9,0.0,-0.0,0.0,323.55,3.79,254.0,101662.0
20081207:2000,13.78,67.0,0.0,-0.0,0.0,325.5,3.79,261.0,101652.0
20081207:2100,13.63,68.4,0.0,-0.0,0.0,333.6,3.66,265.0,101662.0
20081207:2200,13.4,69.55,0.0,-0.0,0.0,325.3,3.72,268.0,101682.0
20081207:2300,13.35,69.85,0.0,-0.0,0.0,327.2,3.86,273.0,101702.0
20081208:0000,13.27,70.4,0.0,-0.0,0.0,327.4,3.79,277.0,101702.0
20081208:0100,13.01,71.65,0.0,-0.0,0.0,320.15,3.59,274.0,101652.0
20081208:0200,12.82,72.7,0.0,-0.0,0.0,322.0,3.38,271.0,101642.0
20081208:0300,12.54,73.9,0.0,-0.0,0.0,315.85,3.24,271.0,101642.0
20081208:0400,12.12,75.65,0.0,-0.0,0.0,307.95,3.03,274.0,101612.0
20081208:0500,11.68,77.65,0.0,-0.0,0.0,303.9,2.83,276.0,101593.0
20081208:0600,11.18,79.95,0.0,-0.0,0.0,296.0,2.76,280.0,101622.0
20081208:0700,11.2,81.35,0.0,-0.0,0.0,298.3,2.48,282.0,101662.0
20081208:0800,10.95,83.6,110.0,370.52,53.0,289.25,2.21,288.0,101702.0
20081208:0900,12.6,78.45,283.0,826.29,41.0,288.45,2.0,294.0,101752.0
20081208:1000,14.82,68.7,379.0,736.28,88.0,291.55,2.0,305.0,101802.0
20081208:1100,16.24,62.6,456.0,830.52,79.0,296.0,1.66,334.0,101752.0
20081208:1200,16.93,60.7,471.0,853.8,74.0,307.15,1.59,8.0,101722.0
20081208:1300,17.11,61.35,424.0,813.81,76.0,328.75,1.86,38.0,101652.0
20081208:1400,16.8,65.3,334.0,801.4,58.0,323.35,2.55,60.0,101612.0
20081208:1500,16.1,72.5,195.0,674.25,46.0,338.0,2.97,74.0,101593.0
20081208:1600,14.94,80.85,42.0,395.18,16.0,318.55,2.83,76.0,101642.0
20081208:1700,13.78,88.0,0.0,-0.0,0.0,322.4,2.0,70.0,101672.0
20081208:1800,12.97,92.9,0.0,-0.0,0.0,317.2,1.45,42.0,101752.0
20081208:1900,12.24,95.0,0.0,-0.0,0.0,309.1,1.45,26.0,101772.0
20081208:2000,11.81,95.85,0.0,-0.0,0.0,321.6,1.45,5.0,101802.0
20081208:2100,11.43,96.55,0.0,-0.0,0.0,324.9,1.45,358.0,101812.0
20081208:2200,11.41,96.6,0.0,-0.0,0.0,337.8,1.45,4.0,101822.0
20081208:2300,11.26,96.95,0.0,-0.0,0.0,334.55,1.31,358.0,101822.0
20081209:0000,11.21,97.25,0.0,-0.0,0.0,345.35,1.24,337.0,101822.0
20081209:0100,10.96,97.85,0.0,-0.0,0.0,341.35,1.45,328.0,101792.0
20081209:0200,10.92,97.75,0.0,-0.0,0.0,342.45,1.59,335.0,101792.0
20081209:0300,11.01,97.1,0.0,-0.0,0.0,347.1,1.79,341.0,101802.0
20081209:0400,11.22,95.7,0.0,-0.0,0.0,354.6,1.93,345.0,101782.0
20081209:0500,11.28,94.65,0.0,-0.0,0.0,349.95,1.93,340.0,101792.0
20081209:0600,11.39,93.55,0.0,-0.0,0.0,356.7,2.07,332.0,101782.0
20081209:0700,11.57,95.75,0.0,-0.0,0.0,359.05,1.59,337.0,101802.0
20081209:0800,11.73,95.55,66.0,46.24,59.0,358.65,1.45,332.0,101832.0
20081209:0900,12.28,93.75,82.0,0.0,82.0,366.75,1.24,336.0,101862.0
20081209:1000,13.03,91.55,122.0,0.0,122.0,360.75,1.17,358.0,101882.0
20081209:1100,13.51,90.45,196.0,19.91,187.0,359.4,1.31,34.0,101842.0
20081209:1200,13.9,88.8,195.0,15.1,188.0,357.9,1.86,54.0,101812.0
20081209:1300,13.89,87.85,154.0,4.69,152.0,350.55,2.69,62.0,101662.0
20081209:1400,13.73,85.7,105.0,0.0,105.0,353.85,3.31,65.0,101642.0
20081209:1500,13.33,87.0,53.0,0.0,53.0,351.9,3.79,68.0,101612.0
20081209:1600,12.79,92.2,8.0,0.0,8.0,348.05,4.0,64.0,101622.0
20081209:1700,12.19,96.65,0.0,-0.0,0.0,357.3,3.86,60.0,101632.0
20081209:1800,12.07,96.85,0.0,-0.0,0.0,360.55,3.59,52.0,101632.0
20081209:1900,11.94,96.9,0.0,-0.0,0.0,361.35,3.59,41.0,101632.0
20081209:2000,11.66,96.65,0.0,-0.0,0.0,357.5,3.72,27.0,101602.0
20081209:2100,11.33,96.3,0.0,-0.0,0.0,355.95,4.07,16.0,101583.0
20081209:2200,11.03,95.55,0.0,-0.0,0.0,355.0,4.41,10.0,101533.0
20081209:2300,11.05,90.3,0.0,-0.0,0.0,355.95,4.41,8.0,101513.0
20081210:0000,11.06,88.25,0.0,-0.0,0.0,354.8,4.07,7.0,101433.0
20081210:0100,11.14,87.2,0.0,-0.0,0.0,355.8,3.79,5.0,101353.0
20081210:0200,11.19,86.25,0.0,-0.0,0.0,357.7,3.31,2.0,101293.0
20081210:0300,11.23,85.8,0.0,-0.0,0.0,359.8,2.83,356.0,101224.0
20081210:0400,11.24,85.65,0.0,-0.0,0.0,361.35,2.41,355.0,101144.0
20081210:0500,11.26,85.45,0.0,-0.0,0.0,360.55,2.0,353.0,101094.0
20081210:0600,11.18,86.7,0.0,-0.0,0.0,362.5,1.59,346.0,101044.0
20081210:0700,11.23,87.45,0.0,-0.0,0.0,361.55,1.45,333.0,101034.0
20081210:0800,11.31,88.5,45.0,6.71,44.0,360.2,1.17,325.0,101024.0
20081210:0900,11.34,95.0,80.0,0.0,80.0,361.55,0.97,333.0,101034.0
20081210:1000,11.63,93.7,156.0,12.78,151.0,363.65,1.1,358.0,101014.0
20081210:1100,12.12,84.9,91.0,0.0,91.0,355.95,1.52,12.0,100984.0
20081210:1200,12.59,80.9,102.0,0.0,102.0,349.4,2.48,20.0,100924.0
20081210:1300,12.84,79.35,169.0,11.75,164.0,357.3,2.83,22.0,100884.0
20081210:1400,12.91,78.85,157.0,34.98,145.0,357.3,2.41,23.0,100855.0
20081210:1500,12.87,77.1,66.0,0.0,66.0,352.85,2.14,23.0,100835.0
20081210:1600,12.79,75.1,14.0,0.0,14.0,347.85,1.79,20.0,100904.0
20081210:1700,12.54,75.2,0.0,-0.0,0.0,346.5,1.31,354.0,100914.0
20081210:1800,11.94,77.1,0.0,-0.0,0.0,343.2,1.38,314.0,100964.0
20081210:1900,11.31,78.9,0.0,-0.0,0.0,326.45,1.79,292.0,100994.0
20081210:2000,11.39,79.1,0.0,-0.0,0.0,350.95,1.86,290.0,101004.0
20081210:2100,11.36,77.35,0.0,-0.0,0.0,350.35,2.07,298.0,101014.0
20081210:2200,11.33,72.9,0.0,-0.0,0.0,348.8,2.28,303.0,101044.0
20081210:2300,11.23,66.2,0.0,-0.0,0.0,344.4,2.34,302.0,101024.0
20081211:0000,11.06,62.05,0.0,-0.0,0.0,345.35,2.07,289.0,100954.0
20081211:0100,10.81,61.3,0.0,-0.0,0.0,338.65,2.14,280.0,100914.0
20081211:0200,10.44,59.3,0.0,-0.0,0.0,319.9,2.55,287.0,100894.0
20081211:0300,10.25,56.75,0.0,-0.0,0.0,310.8,2.9,299.0,100874.0
20081211:0400,10.09,54.85,0.0,-0.0,0.0,309.3,3.03,308.0,100845.0
20081211:0500,9.72,51.85,0.0,-0.0,0.0,305.6,3.38,306.0,100835.0
20081211:0600,9.18,49.1,0.0,-0.0,0.0,289.8,3.38,298.0,100884.0
20081211:0700,8.93,49.95,0.0,-0.0,0.0,284.8,2.62,294.0,100904.0
20081211:0800,8.53,53.25,121.0,620.12,30.0,268.8,2.69,286.0,100944.0
20081211:0900,8.99,52.95,267.0,737.28,56.0,251.25,2.83,280.0,100984.0
20081211:1000,9.94,46.15,389.0,853.02,57.0,244.7,3.24,291.0,100994.0
20081211:1100,10.83,42.7,457.0,875.7,64.0,243.35,3.1,304.0,100934.0
20081211:1200,11.67,39.2,474.0,900.5,59.0,244.5,2.97,314.0,100845.0
20081211:1300,12.21,35.45,426.0,843.13,68.0,249.9,3.03,321.0,100775.0
20081211:1400,12.44,31.8,328.0,770.8,64.0,252.6,3.45,325.0,100765.0
20081211:1500,12.05,33.0,189.0,613.26,54.0,255.1,3.79,323.0,100765.0
20081211:1600,11.04,34.4,39.0,318.9,18.0,247.55,4.34,322.0,100845.0
20081211:1700,9.87,34.8,0.0,-0.0,0.0,241.2,4.9,321.0,100894.0
20081211:1800,9.09,35.2,0.0,-0.0,0.0,245.45,5.24,318.0,100994.0
20081211:1900,8.32,36.6,0.0,-0.0,0.0,232.75,5.38,313.0,101064.0
20081211:2000,7.72,37.3,0.0,-0.0,0.0,226.95,5.45,311.0,101124.0
20081211:2100,7.24,38.7,0.0,-0.0,0.0,224.25,5.31,308.0,101184.0
20081211:2200,6.87,39.85,0.0,-0.0,0.0,223.65,5.17,304.0,101233.0
20081211:2300,6.53,40.9,0.0,-0.0,0.0,222.1,5.1,300.0,101273.0
20081212:0000,6.29,42.15,0.0,-0.0,0.0,221.55,5.24,297.0,101253.0
20081212:0100,6.1,44.25,0.0,-0.0,0.0,221.0,5.31,296.0,101283.0
20081212:0200,6.01,46.7,0.0,-0.0,0.0,220.75,5.52,296.0,101273.0
20081212:0300,5.94,48.9,0.0,-0.0,0.0,224.45,5.59,294.0,101253.0
20081212:0400,5.83,50.4,0.0,-0.0,0.0,226.0,5.59,288.0,101243.0
20081212:0500,5.7,51.65,0.0,-0.0,0.0,226.95,5.66,285.0,101253.0
20081212:0600,5.64,52.35,0.0,-0.0,0.0,228.85,5.66,285.0,101293.0
20081212:0700,6.11,50.7,0.0,-0.0,0.0,231.2,5.59,286.0,101343.0
20081212:0800,6.36,53.25,114.0,525.76,38.0,231.75,5.38,284.0,101373.0
20081212:0900,7.4,53.05,264.0,735.53,55.0,235.05,5.17,280.0,101443.0
20081212:1000,8.78,49.3,387.0,851.82,57.0,239.65,6.14,277.0,101433.0
20081212:1100,10.2,46.35,450.0,842.86,73.0,244.85,6.34,281.0,101413.0
20081212:1200,11.44,41.9,467.0,865.76,69.0,260.1,6.0,287.0,101343.0
20081212:1300,12.48,37.75,402.0,698.39,106.0,266.3,5.38,290.0,101273.0
20081212:1400,12.96,37.75,324.0,739.55,71.0,266.3,4.76,287.0,101233.0
20081212:1500,13.01,40.25,190.0,622.51,53.0,263.4,3.86,276.0,101233.0
20081212:1600,12.14,44.0,40.0,348.04,17.0,269.75,3.31,259.0,101253.0
20081212:1700,10.71,48.9,0.0,-0.0,0.0,255.3,3.31,253.0,101273.0
20081212:1800,9.82,50.65,0.0,-0.0,0.0,254.9,3.66,261.0,101293.0
20081212:1900,9.5,49.8,0.0,-0.0,0.0,252.8,4.41,264.0,101333.0
20081212:2000,9.24,51.35,0.0,-0.0,0.0,252.4,4.76,267.0,101353.0
20081212:2100,8.97,53.05,0.0,-0.0,0.0,251.8,4.97,266.0,101373.0
20081212:2200,8.73,54.55,0.0,-0.0,0.0,251.05,5.17,268.0,101393.0
20081212:2300,8.55,55.8,0.0,-0.0,0.0,251.05,5.38,270.0,101423.0
20081213:0000,8.35,57.15,0.0,-0.0,0.0,253.15,5.24,271.0,101383.0
20081213:0100,8.01,59.0,0.0,-0.0,0.0,251.85,5.1,272.0,101383.0
20081213:0200,7.81,60.65,0.0,-0.0,0.0,256.25,5.1,274.0,101343.0
20081213:0300,7.66,62.4,0.0,-0.0,0.0,254.15,4.83,275.0,101363.0
20081213:0400,7.52,64.45,0.0,-0.0,0.0,255.5,4.41,274.0,101343.0
20081213:0500,7.35,66.85,0.0,-0.0,0.0,252.8,4.21,273.0,101313.0
20081213:0600,7.22,68.9,0.0,-0.0,0.0,250.45,4.0,274.0,101333.0
20081213:0700,7.42,69.4,0.0,-0.0,0.0,251.45,4.34,273.0,101353.0
20081213:0800,7.56,70.95,94.0,287.82,53.0,252.8,4.0,276.0,101383.0
20081213:0900,8.69,68.95,242.0,559.87,84.0,253.55,3.59,278.0,101433.0
20081213:1000,10.36,61.85,334.0,515.93,135.0,259.55,4.14,282.0,101463.0
20081213:1100,11.84,57.35,425.0,695.22,115.0,263.4,4.14,281.0,101423.0
20081213:1200,12.97,54.0,456.0,802.3,88.0,267.65,4.14,276.0,101373.0
20081213:1300,13.7,51.0,403.0,708.92,103.0,273.05,4.14,275.0,101303.0
20081213:1400,14.1,49.3,306.0,611.44,97.0,284.2,3.79,272.0,101293.0
20081213:1500,13.92,51.65,153.0,290.74,89.0,287.1,3.1,258.0,101263.0
20081213:1600,12.91,54.95,35.0,210.77,21.0,284.8,2.97,243.0,101303.0
20081213:1700,11.59,57.8,0.0,-0.0,0.0,285.55,3.17,243.0,101323.0
20081213:1800,10.63,59.45,0.0,-0.0,0.0,276.9,3.31,256.0,101353.0
20081213:1900,10.31,59.8,0.0,-0.0,0.0,277.85,3.86,271.0,101393.0
20081213:2000,9.77,62.0,0.0,-0.0,0.0,270.9,3.79,276.0,101423.0
20081213:2100,9.17,64.25,0.0,-0.0,0.0,265.1,3.59,279.0,101423.0
20081213:2200,8.59,66.5,0.0,-0.0,0.0,264.35,3.45,280.0,101413.0
20081213:2300,7.99,68.8,0.0,-0.0,0.0,260.5,3.38,279.0,101373.0
20081214:0000,7.34,72.0,0.0,-0.0,0.0,256.05,3.17,278.0,101353.0
20081214:0100,6.77,74.3,0.0,-0.0,0.0,255.35,3.24,281.0,101333.0
20081214:0200,6.42,74.8,0.0,-0.0,0.0,254.5,3.1,279.0,101313.0
20081214:0300,6.05,76.1,0.0,-0.0,0.0,253.75,2.97,273.0,101263.0
20081214:0400,5.63,77.85,0.0,-0.0,0.0,252.4,3.1,269.0,101224.0
20081214:0500,5.4,78.65,0.0,-0.0,0.0,250.85,3.24,266.0,101154.0
20081214:0600,5.37,77.85,0.0,-0.0,0.0,249.3,3.31,262.0,101134.0
20081214:0700,5.49,77.8,0.0,-0.0,0.0,248.35,3.45,260.0,101084.0
20081214:0800,5.9,75.65,110.0,519.82,37.0,245.85,4.0,260.0,101064.0
20081214:0900,7.39,69.6,259.0,716.92,58.0,247.55,4.62,260.0,101034.0
20081214:1000,8.86,63.55,381.0,833.08,61.0,249.5,5.59,262.0,100964.0
20081214:1100,10.12,59.35,426.0,708.46,111.0,250.25,5.93,262.0,100835.0
20081214:1200,10.9,55.9,375.0,404.14,190.0,267.45,6.14,262.0,100665.0
20081214:1300,11.17,53.9,215.0,52.05,193.0,282.65,6.0,260.0,100505.0
20081214:1400,11.14,53.7,170.0,55.61,151.0,302.55,5.38,256.0,100396.0
20081214:1500,10.69,57.65,85.0,18.16,81.0,310.65,5.03,251.0,100256.0
20081214:1600,9.98,62.4,19.0,14.96,18.0,313.7,4.55,246.0,100186.0
20081214:1700,9.32,68.7,0.0,-0.0,0.0,325.85,4.0,237.0,100097.0
20081214:1800,8.89,74.35,0.0,-0.0,0.0,324.9,3.79,223.0,100037.0
20081214:1900,8.39,79.45,0.0,-0.0,0.0,326.65,2.97,206.0,99937.0
20081214:2000,8.39,80.45,0.0,-0.0,0.0,322.95,2.97,198.0,99837.0
20081214:2100,8.55,81.1,0.0,-0.0,0.0,331.45,2.83,194.0,99718.0
20081214:2200,8.81,80.6,0.0,-0.0,0.0,336.3,2.48,203.0,99618.0
20081214:2300,8.93,80.4,0.0,-0.0,0.0,318.9,2.9,218.0,99518.0
20081215:0000,8.98,80.15,0.0,-0.0,0.0,300.6,3.66,241.0,99478.0
20081215:0100,8.85,77.25,0.0,-0.0,0.0,281.15,4.69,267.0,99448.0
20081215:0200,8.2,73.15,0.0,-0.0,0.0,254.7,5.03,276.0,99448.0
20081215:0300,7.59,71.1,0.0,-0.0,0.0,245.85,5.03,276.0,99488.0
20081215:0400,7.17,70.25,0.0,-0.0,0.0,239.85,4.97,275.0,99468.0
20081215:0500,6.92,69.4,0.0,-0.0,0.0,239.3,4.76,273.0,99458.0
20081215:0600,6.76,69.05,0.0,-0.0,0.0,236.8,4.62,270.0,99478.0
20081215:0700,6.64,71.15,0.0,-0.0,0.0,238.7,5.03,270.0,99518.0
20081215:0800,6.95,70.6,113.0,606.45,29.0,249.3,5.1,266.0,99538.0
20081215:0900,7.87,69.05,235.0,524.01,89.0,248.9,4.41,264.0,99568.0
20081215:1000,9.02,59.8,222.0,104.54,182.0,254.7,5.52,269.0,99548.0
20081215:1100,9.83,52.6,204.0,29.31,191.0,266.45,5.79,272.0,99558.0
20081215:1200,10.47,47.0,256.0,80.97,219.0,267.45,5.45,276.0,99508.0
20081215:1300,10.96,42.75,382.0,592.11,132.0,261.65,5.03,281.0,99458.0
20081215:1400,11.35,39.0,205.0,131.74,160.0,259.55,4.48,286.0,99428.0
20081215:1500,11.22,39.25,178.0,494.17,69.0,248.15,3.66,285.0,99458.0
20081215:1600,10.47,41.4,40.0,326.34,18.0,263.2,3.1,286.0,99488.0
20081215:1700,9.14,47.9,0.0,-0.0,0.0,250.45,2.62,290.0,99538.0
20081215:1800,8.35,53.3,0.0,-0.0,0.0,257.6,2.55,288.0,99628.0
20081215:1900,7.39,57.05,0.0,-0.0,0.0,245.05,3.52,279.0,99688.0
20081215:2000,6.85,60.0,0.0,-0.0,0.0,240.8,3.72,277.0,99748.0
20081215:2100,6.43,61.45,0.0,-0.0,0.0,241.6,3.93,279.0,99807.0
20081215:2200,6.16,61.0,0.0,-0.0,0.0,245.65,4.14,279.0,99827.0
20081215:2300,6.03,59.65,0.0,-0.0,0.0,251.25,4.07,280.0,99867.0
20081216:0000,5.91,58.85,0.0,-0.0,0.0,252.6,4.0,281.0,99887.0
20081216:0100,5.9,58.15,0.0,-0.0,0.0,254.75,4.0,280.0,99907.0
20081216:0200,5.91,57.75,0.0,-0.0,0.0,254.3,3.86,282.0,99937.0
20081216:0300,5.83,58.1,0.0,-0.0,0.0,251.05,3.52,285.0,99987.0
20081216:0400,5.67,58.8,0.0,-0.0,0.0,248.35,3.24,285.0,100007.0
20081216:0500,5.54,59.2,0.0,-0.0,0.0,249.5,3.17,287.0,100057.0
20081216:0600,5.47,60.65,0.0,-0.0,0.0,252.4,3.17,286.0,100136.0
20081216:0700,5.84,57.6,0.0,-0.0,0.0,251.25,3.45,291.0,100216.0
20081216:0800,6.17,57.9,105.0,504.83,36.0,259.55,3.52,292.0,100286.0
20081216:0900,7.1,56.9,247.0,635.42,71.0,263.6,3.38,295.0,100366.0
20081216:1000,8.43,50.25,327.0,503.59,135.0,264.75,3.72,300.0,100376.0
20081216:1100,9.89,43.5,351.0,361.64,191.0,263.0,4.14,315.0,100416.0
20081216:1200,10.96,39.6,366.0,374.76,195.0,257.4,3.59,323.0,100396.0
20081216:1300,11.74,36.75,411.0,765.55,88.0,256.85,2.69,332.0,100356.0
20081216:1400,12.16,34.3,302.0,585.39,102.0,251.8,2.14,336.0,100346.0
20081216:1500,12.17,35.75,192.0,633.6,52.0,252.0,1.93,311.0,100396.0
20081216:1600,11.37,41.55,42.0,367.29,17.0,250.1,1.59,292.0,100426.0
20081216:1700,9.67,50.35,0.0,-0.0,0.0,260.1,2.07,281.0,100496.0
20081216:1800,8.74,54.4,0.0,-0.0,0.0,275.35,2.76,289.0,100545.0
20081216:1900,8.28,51.05,0.0,-0.0,0.0,261.25,3.38,300.0,100625.0
20081216:2000,8.01,49.65,0.0,-0.0,0.0,254.9,3.86,304.0,100635.0
20081216:2100,7.81,52.2,0.0,-0.0,0.0,261.65,3.79,301.0,100645.0
20081216:2200,7.78,54.25,0.0,-0.0,0.0,271.5,3.52,299.0,100665.0
20081216:2300,7.74,56.1,0.0,-0.0,0.0,280.15,2.97,298.0,100675.0
20081217:0000,7.51,59.3,0.0,-0.0,0.0,279.6,2.76,282.0,100685.0
20081217:0100,7.05,64.2,0.0,-0.0,0.0,266.5,2.97,263.0,100575.0
20081217:0200,6.52,68.2,0.0,-0.0,0.0,247.2,3.17,263.0,100565.0
20081217:0300,6.29,70.55,0.0,-0.0,0.0,254.5,2.97,267.0,100575.0
20081217:0400,6.38,71.25,0.0,-0.0,0.0,276.5,2.97,269.0,100565.0
